"crsp_fundno","caldt","alpha_ann","alpha_ann_lag","age_months_lag","manager_tenure_lag","tna_latest_lag","turn_ratio_lag","exp_ratio_lag","flow_ann_lag","flowvol_ann_lag","alpha_t_lag","mktrf_t_lag","smb_t_lag","hml_t_lag","rmw_t_lag","cma_t_lag","umd_t_lag","r2_lag","value_added_ann_lag"
3231,2012-12-31,-0.0276470958804324,0.00211092353739037,117,3.91666666666667,23.4,0.48,0.023,0.094909465276273,0.514677670438106,0.698861684744053,10.073351063276,2.45887395459355,-2.48952027489225,-1.37720275351728,0.512260873492657,-0.378259490631832,0.89617070490972,0.584832766647303
3231,2013-12-31,-0.0976691523045142,-0.0276470958804324,129,4.91666666666667,17.2,0.41,0.0227,-0.395692684741543,0.0429774746066867,-0.247068485944086,10.3748267965375,1.61426277786228,-0.817537422309706,-0.122098074401844,-1.39586538854452,-0.476886225327915,0.903756157468337,-0.0913218137423534
3231,2014-12-31,-0.0458827358188661,-0.0976691523045142,141,5.91666666666667,14.5,0.69,0.022,-0.384517340427729,0.0368460429978637,-0.341504609822553,8.63444432737725,-0.175284949780932,-1.47180487834014,-2.10606738930678,-1.9081880965246,-1.61665676095499,0.895996656807951,-1.31293781007866
3231,2015-12-31,-0.0568370962512534,-0.0458827358188661,153,0.916666666666667,10.9,0.67,0.0215,-0.376704708274887,0.0231244537982103,-1.16817996809457,10.1121967664673,-0.522685846244143,-1.6848116016108,-2.18464033057572,-2.61285588110456,-0.961535563385408,0.875001655160975,-0.331526477767216
3232,2005-12-30,-0.00951312698923993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,2006-12-29,0.0225835997471306,-0.00951312698923993,45,3.91666666666667,319.7,1.07,0.0157,-0.140338267518543,0.0428044999706656,-0.252616313357215,6.31069170671802,-0.190286654300559,-1.84241776150379,-3.50601189083558,0.616967080598388,2.67669464540302,0.892013397119606,1.05185383299544
3232,2007-12-31,-0.0862713632847693,0.0225835997471306,57,4.91666666666667,297.2,1.26,0.0156,-0.167928073092513,0.028477893217881,0.523835732601764,5.94646912576435,0.401345436234284,-3.00861289619769,-1.5353575490884,0.885497792607894,2.57224337999143,0.872786153039005,11.0070616335506
3232,2008-12-31,0.0775541142418442,-0.0862713632847693,69,0.916666666666667,272.6,0.42,0.0155,-0.157058678461555,0.0422670645425295,-0.250541058747748,7.1594060524064,1.80736724377928,-2.78031484516526,-1.83529219561227,-0.437238137065182,0.464018152318161,0.850647055773109,-21.3873805321367
3232,2009-12-31,0.172368329417149,0.0775541142418442,81,0.916666666666667,126.9,0.68,0.0155,-0.152490272421735,0.0422609590146286,0.335201471429925,9.57131975972291,2.95532374431984,-3.29131153707512,-1.55828102742416,-1.59828923063831,-0.0218230544482933,0.924540203470245,23.6141358704066
3232,2010-12-31,-0.0872732323596993,0.172368329417149,93,1.91666666666667,186.4,0.35,0.0166,-0.0701225737803575,0.0495952107590946,1.02129206843955,12.4344529110372,3.56271970760318,-4.51430090572705,-2.50225949753078,-0.211417491220589,0.253478194462206,0.927864194631635,27.2890797916992
3232,2011-12-30,0.00915231390650369,-0.0872732323596993,105,2.91666666666667,212,0.42,0.0155,-0.0596510403338822,0.0248022834681627,0.603075145821286,15.3215074360364,3.70804615180671,-4.01830633990928,-1.54863128510075,-0.882785958222228,0.796740565808428,0.94247640901626,-12.664773118536
3232,2012-12-31,-0.0201374472328814,0.00915231390650369,117,3.91666666666667,268.1,0.48,0.0155,0.33878706447777,0.404871554840999,0.833709676293206,10.0824637530836,2.46260925916219,-2.4919669126853,-1.38167794243679,0.515808461728461,-0.384680413755533,0.896417207372515,5.05164219198248
3232,2013-12-31,-0.0900163144724299,-0.0201374472328814,129,4.91666666666667,262.9,0.41,0.0152,-0.114625914718547,0.0519267663940305,-0.107143594351379,10.3812187533986,1.61539058495507,-0.833953883261918,-0.129613307156195,-1.38388189404389,-0.47474494537146,0.903900489448021,-3.32254520045066
